code,name,type,category_name,qty,price_rent,price_sell,purchase_price,color,size,lifetime_gap,status,vendor_id,main_image,notes,is_active
J-448[38],JODHPURI-448[38],rent,JODHPURI,1,1500,,,GULABI,38,1,available,,,GULABI GOLDEN,TRUE
J-450[40],JODHPURI-450[40],rent,JODHPURI,1,1800,,,BLUE,40,1,available,,,BLUE SINH SIMBOL,TRUE
J-451[36],JODHPURI-451[36],rent,JODHPURI,1,1800,,,COFI,36,1,available,,,COFI SINH SIMBOL,TRUE
J-452[38],JODHPURI-452[38],rent,JODHPURI,1,1800,,,GULABI,38,1,available,,,GULABI SINH SIMBOL,TRUE
J-453[42],JODHPURI-453[42],rent,JODHPURI,1,1800,,,COFI,42,1,available,,,COFI SINH SIMBOL,TRUE
J-456[40],JODHPURI-456[40],rent,JODHPURI,1,1800,,,COFI,40,1,available,,,COFI SINH SIMBOL,TRUE
J-457[34],JODHPURI-457[34],rent,JODHPURI,1,1800,,,COFI,34,1,available,,,COFI SINH SIMBOL,TRUE
J-461[38],JODHPURI-461[38],rent,JODHPURI,1,1800,,,BLUE,38,1,available,,,BLUE SINH SIMBOL,TRUE
J-463[42],JODHPURI-463[42],rent,JODHPURI,1,1800,,,BLUE,42,1,available,,,BLUE SINH SIMBOL,TRUE
J-464[42],JODHPURI-464[42],rent,JODHPURI,1,1800,,,WHITE,42,1,available,,,WHITE SIMBOL,TRUE
J-467[40],JODHPURI-467[40],rent,JODHPURI,1,1500,,,BLUE,40,1,available,,,BLUE HUNTER,TRUE
J-468[36],JODHPURI-468[36],rent,JODHPURI,1,1500,,,GREEN,36,1,available,,,GREEN PRINTED,TRUE
J-469[34],JODHPURI-469[34],rent,JODHPURI,1,1500,,,PISTA,34,1,available,,,PISTA PRINTED,TRUE
J-475[36],JODHPURI-475[36],rent,JODHPURI,1,2000,,,BLUE,36,1,available,,,BLUE AMBRODARI,TRUE
J-476[34],JODHPURI-476[34],rent,JODHPURI,1,2000,,,BLUE,34,1,available,,,BLUE AMBRODARI,TRUE
J-482[40],JODHPURI-482[40],rent,JODHPURI,1,2000,,,BLUE,40,1,available,,,BLUE AMBRODARI,TRUE
J-487[38],JODHPURI-487[38],rent,JODHPURI,1,2000,,,BLUE,38,1,available,,,BLUE AMBRODARI,TRUE
J-488[34],JODHPURI-488[34],rent,JODHPURI,1,2000,,,BLUE,34,1,available,,,BLUE AMBRODARI,TRUE
J-493[44],JODHPURI-493[44],rent,JODHPURI,1,1800,,,WHITE,44,1,available,,,WHITE SIMBOL,TRUE
J-496[36],JODHPURI-496[36],rent,JODHPURI,1,2000,,,BLUE,36,1,available,,,BLUE AMBRODARI,TRUE
J-498[36],JODHPURI-498[36],rent,JODHPURI,1,1800,,,BLUE,36,1,available,,,BLUE SINH SIMBOL,TRUE
J-501[36],JODHPURI-501[36],rent,JODHPURI,1,1800,,,MARUN,36,1,available,,,MARUN SINH SIMBOL,TRUE
